enhanced_path,lowlight_path,score
LEISD/BIMEFF/081.png,LEISD/refimgs/081.png,43.80040618
LEISD/BIMEFF/082.png,LEISD/refimgs/082.png,51.76290183
LEISD/BIMEFF/083.png,LEISD/refimgs/083.png,57.51586384
LEISD/BIMEFF/084.png,LEISD/refimgs/084.png,45.89639159
LEISD/BIMEFF/085.png,LEISD/refimgs/085.png,43.60343445
LEISD/BIMEFF/086.png,LEISD/refimgs/086.png,70.09853259
LEISD/BIMEFF/087.png,LEISD/refimgs/087.png,67.14637265
LEISD/BIMEFF/088.png,LEISD/refimgs/088.png,65.89576159
LEISD/BIMEFF/089.png,LEISD/refimgs/089.png,55.5141269
LEISD/BIMEFF/090.png,LEISD/refimgs/090.png,55.45583294
LEISD/BIMEFF/091.png,LEISD/refimgs/091.png,67.44717524
LEISD/BIMEFF/092.png,LEISD/refimgs/092.png,55.3465657
LEISD/BIMEFF/093.png,LEISD/refimgs/093.png,65.99783104
LEISD/BIMEFF/094.png,LEISD/refimgs/094.png,64.69621202
LEISD/BIMEFF/095.png,LEISD/refimgs/095.png,64.88659409
LEISD/BIMEFF/096.png,LEISD/refimgs/096.png,61.8885356
LEISD/BIMEFF/097.png,LEISD/refimgs/097.png,65.63024556
LEISD/BIMEFF/098.png,LEISD/refimgs/098.png,62.08754703
LEISD/BIMEFF/099.png,LEISD/refimgs/099.png,61.80566236
LEISD/BIMEFF/100.png,LEISD/refimgs/100.png,48.57306307
LEISD/BIMEFF/101.png,LEISD/refimgs/101.png,50.32297962
LEISD/BIMEFF/102.png,LEISD/refimgs/102.png,48.52766634
LEISD/BIMEFF/103.png,LEISD/refimgs/103.png,46.97115756
LEISD/BIMEFF/104.png,LEISD/refimgs/104.png,60.03789592
LEISD/BIMEFF/105.png,LEISD/refimgs/105.png,59.42399017
LEISD/BIMEFF/106.png,LEISD/refimgs/106.png,52.03924399
LEISD/BIMEFF/107.png,LEISD/refimgs/107.png,61.6691221
LEISD/BIMEFF/108.png,LEISD/refimgs/108.png,54.7672856
LEISD/BIMEFF/109.png,LEISD/refimgs/109.png,47.76873986
LEISD/BIMEFF/110.png,LEISD/refimgs/110.png,53.44564432
LEISD/BIMEFF/111.png,LEISD/refimgs/111.png,59.73142973
LEISD/BIMEFF/112.png,LEISD/refimgs/112.png,56.31786121
LEISD/BIMEFF/113.png,LEISD/refimgs/113.png,64.08744878
LEISD/BIMEFF/114.png,LEISD/refimgs/114.png,48.67849767
LEISD/BIMEFF/115.png,LEISD/refimgs/115.png,52.5465481
LEISD/BIMEFF/116.png,LEISD/refimgs/116.png,57.32207833
LEISD/BIMEFF/117.png,LEISD/refimgs/117.png,52.68567048
LEISD/BIMEFF/118.png,LEISD/refimgs/118.png,54.55729593
LEISD/BIMEFF/119.png,LEISD/refimgs/119.png,55.6027515
LEISD/BIMEFF/120.png,LEISD/refimgs/120.png,71.04407131
LEISD/BIMEFF/121.png,LEISD/refimgs/121.png,58.47387942
LEISD/BIMEFF/122.png,LEISD/refimgs/122.png,51.6143824
LEISD/BIMEFF/123.png,LEISD/refimgs/123.png,56.97556784
LEISD/BIMEFF/124.png,LEISD/refimgs/124.png,47.99747063
LEISD/BIMEFF/125.png,LEISD/refimgs/125.png,59.97469924
LEISD/BIMEFF/126.png,LEISD/refimgs/126.png,66.59250316
LEISD/BIMEFF/127.png,LEISD/refimgs/127.png,69.71840591
LEISD/BIMEFF/128.png,LEISD/refimgs/128.png,55.37104794
LEISD/BIMEFF/129.png,LEISD/refimgs/129.png,58.63892234
LEISD/BIMEFF/130.png,LEISD/refimgs/130.png,71.50380945
LEISD/BIMEFF/131.png,LEISD/refimgs/131.png,57.03603198
LEISD/BIMEFF/132.png,LEISD/refimgs/132.png,59.46498679
LEISD/BIMEFF/133.png,LEISD/refimgs/133.png,59.74894785
LEISD/BIMEFF/134.png,LEISD/refimgs/134.png,48.41176485
LEISD/BIMEFF/135.png,LEISD/refimgs/135.png,63.29720292
LEISD/BIMEFF/136.png,LEISD/refimgs/136.png,52.87384738
LEISD/BIMEFF/137.png,LEISD/refimgs/137.png,60.25937487
LEISD/BIMEFF/138.png,LEISD/refimgs/138.png,58.89805851
LEISD/BIMEFF/139.png,LEISD/refimgs/139.png,68.14391116
LEISD/BIMEFF/140.png,LEISD/refimgs/140.png,64.20299351
LEISD/BIMEFF/141.png,LEISD/refimgs/141.png,44.83732637
LEISD/BIMEFF/142.png,LEISD/refimgs/142.png,48.02402065
LEISD/BIMEFF/143.png,LEISD/refimgs/143.png,59.46709432
LEISD/BIMEFF/144.png,LEISD/refimgs/144.png,53.67226408
LEISD/BIMEFF/145.png,LEISD/refimgs/145.png,55.12154353
LEISD/BIMEFF/146.png,LEISD/refimgs/146.png,54.93940687
LEISD/BIMEFF/147.png,LEISD/refimgs/147.png,40.25753209
LEISD/BIMEFF/148.png,LEISD/refimgs/148.png,53.6601375
LEISD/BIMEFF/149.png,LEISD/refimgs/149.png,42.01067754
LEISD/BIMEFF/150.png,LEISD/refimgs/150.png,55.98272775
LEISD/BIMEFF/151.png,LEISD/refimgs/151.png,57.55280971
LEISD/BIMEFF/152.png,LEISD/refimgs/152.png,44.77984733
LEISD/BIMEFF/153.png,LEISD/refimgs/153.png,51.49075324
LEISD/BIMEFF/154.png,LEISD/refimgs/154.png,31.01013621
LEISD/BIMEFF/155.png,LEISD/refimgs/155.png,35.95377202
LEISD/BIMEFF/156.png,LEISD/refimgs/156.png,36.51790719
LEISD/BIMEFF/157.png,LEISD/refimgs/157.png,39.64859702
LEISD/BIMEFF/158.png,LEISD/refimgs/158.png,63.27076301
LEISD/BIMEFF/159.png,LEISD/refimgs/159.png,33.12192709
LEISD/BIMEFF/160.png,LEISD/refimgs/160.png,72.28013755
LEISD/BIMEFF/161.png,LEISD/refimgs/161.png,50.75041453
LEISD/BIMEFF/162.png,LEISD/refimgs/162.png,54.52930963
LEISD/BIMEFF/163.png,LEISD/refimgs/163.png,30.40551362
LEISD/BIMEFF/164.png,LEISD/refimgs/164.png,41.63358963
LEISD/BIMEFF/165.png,LEISD/refimgs/165.png,44.51897092
LEISD/BIMEFF/166.png,LEISD/refimgs/166.png,53.0234805
LEISD/BIMEFF/167.png,LEISD/refimgs/167.png,33.93876267
LEISD/BIMEFF/168.png,LEISD/refimgs/168.png,49.127323
LEISD/BIMEFF/169.png,LEISD/refimgs/169.png,34.13219033
LEISD/BIMEFF/170.png,LEISD/refimgs/170.png,58.1795776
LEISD/BIMEFF/171.png,LEISD/refimgs/171.png,39.0586571
LEISD/BIMEFF/172.png,LEISD/refimgs/172.png,51.95261618
LEISD/BIMEFF/173.png,LEISD/refimgs/173.png,56.1097812
LEISD/BIMEFF/174.png,LEISD/refimgs/174.png,44.47264538
LEISD/BIMEFF/175.png,LEISD/refimgs/175.png,39.89263084
LEISD/BIMEFF/176.png,LEISD/refimgs/176.png,57.0891727
LEISD/BIMEFF/177.png,LEISD/refimgs/177.png,39.37025222
LEISD/BIMEFF/178.png,LEISD/refimgs/178.png,43.33575688
LEISD/BIMEFF/179.png,LEISD/refimgs/179.png,33.44604778
LEISD/BIMEFF/180.png,LEISD/refimgs/180.png,49.79827368
LEISD/BIMEFF/181.png,LEISD/refimgs/181.png,40.27161087
LEISD/BIMEFF/182.png,LEISD/refimgs/182.png,61.08583953
LEISD/BIMEFF/183.png,LEISD/refimgs/183.png,77.36947452
LEISD/BIMEFF/184.png,LEISD/refimgs/184.png,70.8450283
LEISD/BIMEFF/185.png,LEISD/refimgs/185.png,55.1158082
LEISD/BIMEFF/186.png,LEISD/refimgs/186.png,51.91924601
LEISD/BIMEFF/187.png,LEISD/refimgs/187.png,67.32705919
LEISD/BIMEFF/188.png,LEISD/refimgs/188.png,36.59961292
LEISD/BIMEFF/189.png,LEISD/refimgs/189.png,47.28585697
LEISD/BIMEFF/190.png,LEISD/refimgs/190.png,64.67490861
LEISD/BIMEFF/191.png,LEISD/refimgs/191.png,66.09013199
LEISD/BIMEFF/192.png,LEISD/refimgs/192.png,56.77671803
LEISD/BIMEFF/193.png,LEISD/refimgs/193.png,33.26100033
LEISD/BIMEFF/194.png,LEISD/refimgs/194.png,37.45099223
LEISD/BIMEFF/195.png,LEISD/refimgs/195.png,54.55409073
LEISD/BIMEFF/196.png,LEISD/refimgs/196.png,48.44027822
LEISD/BIMEFF/197.png,LEISD/refimgs/197.png,34.52730349
LEISD/BIMEFF/198.png,LEISD/refimgs/198.png,40.51868351
LEISD/BIMEFF/199.png,LEISD/refimgs/199.png,60.95429786
LEISD/BIMEFF/200.png,LEISD/refimgs/200.png,47.87772377
LEISD/BIMEFF/201.png,LEISD/refimgs/201.png,44.653634
LEISD/BIMEFF/202.png,LEISD/refimgs/202.png,46.47849303
LEISD/BIMEFF/203.png,LEISD/refimgs/203.png,60.73917843
LEISD/BIMEFF/204.png,LEISD/refimgs/204.png,56.44072708
LEISD/BIMEFF/205.png,LEISD/refimgs/205.png,58.20325703
LEISD/BIMEFF/206.png,LEISD/refimgs/206.png,44.9279199
LEISD/BIMEFF/207.png,LEISD/refimgs/207.png,57.148934
LEISD/BIMEFF/208.png,LEISD/refimgs/208.png,57.627727
LEISD/BIMEFF/209.png,LEISD/refimgs/209.png,41.03567061
LEISD/BIMEFF/210.png,LEISD/refimgs/210.png,48.4043617
LEISD/BIMEFF/211.png,LEISD/refimgs/211.png,61.36615557
LEISD/BIMEFF/212.png,LEISD/refimgs/212.png,33.07841166
LEISD/BIMEFF/213.png,LEISD/refimgs/213.png,40.01010601
LEISD/BIMEFF/214.png,LEISD/refimgs/214.png,60.72410271
LEISD/BIMEFF/215.png,LEISD/refimgs/215.png,67.16438005
LEISD/BIMEFF/216.png,LEISD/refimgs/216.png,50.83389931
LEISD/BIMEFF/217.png,LEISD/refimgs/217.png,44.27445124
LEISD/BIMEFF/218.png,LEISD/refimgs/218.png,48.45192384
LEISD/BIMEFF/219.png,LEISD/refimgs/219.png,39.43070976
LEISD/BIMEFF/220.png,LEISD/refimgs/220.png,75.0007188
LEISD/BIMEFF/221.png,LEISD/refimgs/221.png,59.22822574
LEISD/BIMEFF/222.png,LEISD/refimgs/222.png,60.52006738
LEISD/BIMEFF/223.png,LEISD/refimgs/223.png,59.8818694
LEISD/BIMEFF/224.png,LEISD/refimgs/224.png,67.04797873
LEISD/BIMEFF/225.png,LEISD/refimgs/225.png,63.40910813
LEISD/BIMEFF/226.png,LEISD/refimgs/226.png,66.24843692
LEISD/BIMEFF/227.png,LEISD/refimgs/227.png,58.23114737
LEISD/BIMEFF/228.png,LEISD/refimgs/228.png,60.93927097
LEISD/BIMEFF/229.png,LEISD/refimgs/229.png,59.95771999
LEISD/BIMEFF/230.png,LEISD/refimgs/230.png,63.09541206
LEISD/BIMEFF/231.png,LEISD/refimgs/231.png,62.24132428
LEISD/BIMEFF/232.png,LEISD/refimgs/232.png,45.79668215
LEISD/BIMEFF/233.png,LEISD/refimgs/233.png,39.84136972
LEISD/BIMEFF/234.png,LEISD/refimgs/234.png,59.08725239
LEISD/BIMEFF/235.png,LEISD/refimgs/235.png,59.72183189
LEISD/BIMEFF/236.png,LEISD/refimgs/236.png,49.12473232
LEISD/BIMEFF/237.png,LEISD/refimgs/237.png,45.28138261
LEISD/BIMEFF/238.png,LEISD/refimgs/238.png,53.06831521
LEISD/BIMEFF/239.png,LEISD/refimgs/239.png,60.79138616
LEISD/BIMEFF/240.png,LEISD/refimgs/240.png,39.33118822
LEISD/BIMEFF/241.png,LEISD/refimgs/241.png,72.35406685
LEISD/BIMEFF/242.png,LEISD/refimgs/242.png,66.20989621
LEISD/BIMEFF/243.png,LEISD/refimgs/243.png,83.95151897
LEISD/BIMEFF/244.png,LEISD/refimgs/244.png,67.28483075
LEISD/BIMEFF/245.png,LEISD/refimgs/245.png,79.9435005
LEISD/BIMEFF/246.png,LEISD/refimgs/246.png,85.39039164
LEISD/BIMEFF/247.png,LEISD/refimgs/247.png,68.77046707
LEISD/BIMEFF/248.png,LEISD/refimgs/248.png,73.68121317
LEISD/BIMEFF/249.png,LEISD/refimgs/249.png,60.36669418
LEISD/BIMEFF/250.png,LEISD/refimgs/250.png,72.31622311
LEISD/BIMEFF/251.png,LEISD/refimgs/251.png,65.74634681
LEISD/BIMEFF/252.png,LEISD/refimgs/252.png,60.52103702
LEISD/BIMEFF/253.png,LEISD/refimgs/253.png,58.47615827
LEISD/BIMEFF/254.png,LEISD/refimgs/254.png,70.30564762
LEISD/BIMEFF/255.png,LEISD/refimgs/255.png,68.41114096
LEISD/EnlightenGAN/001.png,LEISD/refimgs/001.png,59.15671792
LEISD/EnlightenGAN/002.png,LEISD/refimgs/002.png,55.33454705
LEISD/EnlightenGAN/003.png,LEISD/refimgs/003.png,60.4990871
LEISD/EnlightenGAN/004.png,LEISD/refimgs/004.png,61.71897667
LEISD/EnlightenGAN/005.png,LEISD/refimgs/005.png,52.25348392
LEISD/EnlightenGAN/006.png,LEISD/refimgs/006.png,65.73709431
LEISD/EnlightenGAN/007.png,LEISD/refimgs/007.png,61.54087832
LEISD/EnlightenGAN/008.png,LEISD/refimgs/008.png,55.77262064
LEISD/EnlightenGAN/009.png,LEISD/refimgs/009.png,39.71708922
LEISD/EnlightenGAN/010.png,LEISD/refimgs/010.png,42.59155524
LEISD/EnlightenGAN/011.png,LEISD/refimgs/011.png,69.15496029
LEISD/EnlightenGAN/012.png,LEISD/refimgs/012.png,50.26027953
LEISD/EnlightenGAN/013.png,LEISD/refimgs/013.png,69.75414203
LEISD/EnlightenGAN/014.png,LEISD/refimgs/014.png,38.54508761
LEISD/EnlightenGAN/015.png,LEISD/refimgs/015.png,55.66984403
LEISD/EnlightenGAN/016.png,LEISD/refimgs/016.png,34.05184187
LEISD/EnlightenGAN/017.png,LEISD/refimgs/017.png,52.8225178
LEISD/EnlightenGAN/018.png,LEISD/refimgs/018.png,53.5916998
LEISD/EnlightenGAN/019.png,LEISD/refimgs/019.png,63.18795298
LEISD/EnlightenGAN/020.png,LEISD/refimgs/020.png,67.48238036
LEISD/EnlightenGAN/021.png,LEISD/refimgs/021.png,44.84958003
LEISD/EnlightenGAN/022.png,LEISD/refimgs/022.png,61.1240546
LEISD/EnlightenGAN/023.png,LEISD/refimgs/023.png,62.40562826
LEISD/EnlightenGAN/024.png,LEISD/refimgs/024.png,53.06580638
LEISD/EnlightenGAN/025.png,LEISD/refimgs/025.png,65.65866337
LEISD/EnlightenGAN/026.png,LEISD/refimgs/026.png,64.59008465
LEISD/EnlightenGAN/027.png,LEISD/refimgs/027.png,51.934966
LEISD/EnlightenGAN/028.png,LEISD/refimgs/028.png,54.74516094
LEISD/EnlightenGAN/029.png,LEISD/refimgs/029.png,53.0064109
LEISD/EnlightenGAN/030.png,LEISD/refimgs/030.png,60.85189839
LEISD/EnlightenGAN/031.png,LEISD/refimgs/031.png,66.49040575
LEISD/EnlightenGAN/032.png,LEISD/refimgs/032.png,63.05587186
LEISD/EnlightenGAN/033.png,LEISD/refimgs/033.png,59.89396698
LEISD/EnlightenGAN/034.png,LEISD/refimgs/034.png,61.9766308
LEISD/EnlightenGAN/035.png,LEISD/refimgs/035.png,60.61760728
LEISD/EnlightenGAN/036.png,LEISD/refimgs/036.png,66.18857822
LEISD/EnlightenGAN/037.png,LEISD/refimgs/037.png,62.42146469
LEISD/EnlightenGAN/038.png,LEISD/refimgs/038.png,71.12555603
LEISD/EnlightenGAN/039.png,LEISD/refimgs/039.png,63.10750592
LEISD/EnlightenGAN/040.png,LEISD/refimgs/040.png,61.96640545
LEISD/EnlightenGAN/041.png,LEISD/refimgs/041.png,43.08418073
LEISD/EnlightenGAN/042.png,LEISD/refimgs/042.png,32.96371344
LEISD/EnlightenGAN/043.png,LEISD/refimgs/043.png,55.38852303
LEISD/EnlightenGAN/044.png,LEISD/refimgs/044.png,66.99350698
LEISD/EnlightenGAN/045.png,LEISD/refimgs/045.png,50.29416462
LEISD/EnlightenGAN/046.png,LEISD/refimgs/046.png,58.83167548
LEISD/EnlightenGAN/047.png,LEISD/refimgs/047.png,54.91205931
LEISD/EnlightenGAN/048.png,LEISD/refimgs/048.png,52.41194692
LEISD/EnlightenGAN/049.png,LEISD/refimgs/049.png,59.45638514
LEISD/EnlightenGAN/050.png,LEISD/refimgs/050.png,39.18153956
LEISD/EnlightenGAN/051.png,LEISD/refimgs/051.png,39.21161198
LEISD/EnlightenGAN/052.png,LEISD/refimgs/052.png,56.41910987
LEISD/EnlightenGAN/053.png,LEISD/refimgs/053.png,32.24308319
LEISD/EnlightenGAN/054.png,LEISD/refimgs/054.png,53.57859232
LEISD/EnlightenGAN/055.png,LEISD/refimgs/055.png,62.30703152
LEISD/EnlightenGAN/056.png,LEISD/refimgs/056.png,58.29311401
LEISD/EnlightenGAN/057.png,LEISD/refimgs/057.png,58.48933298
LEISD/EnlightenGAN/058.png,LEISD/refimgs/058.png,62.0253306
LEISD/EnlightenGAN/059.png,LEISD/refimgs/059.png,31.96969999
LEISD/EnlightenGAN/060.png,LEISD/refimgs/060.png,56.04379028
LEISD/EnlightenGAN/061.png,LEISD/refimgs/061.png,42.26242764
LEISD/EnlightenGAN/062.png,LEISD/refimgs/062.png,58.81496142
LEISD/EnlightenGAN/063.png,LEISD/refimgs/063.png,57.75462386
LEISD/EnlightenGAN/064.png,LEISD/refimgs/064.png,62.37776097
LEISD/EnlightenGAN/065.png,LEISD/refimgs/065.png,58.34139442
LEISD/EnlightenGAN/066.png,LEISD/refimgs/066.png,52.61433761
LEISD/EnlightenGAN/067.png,LEISD/refimgs/067.png,40.22038767
LEISD/EnlightenGAN/068.png,LEISD/refimgs/068.png,55.8237128
LEISD/EnlightenGAN/069.png,LEISD/refimgs/069.png,42.09781495
LEISD/EnlightenGAN/070.png,LEISD/refimgs/070.png,59.35840466
LEISD/EnlightenGAN/071.png,LEISD/refimgs/071.png,60.58222755
LEISD/EnlightenGAN/072.png,LEISD/refimgs/072.png,65.26314502
LEISD/EnlightenGAN/073.png,LEISD/refimgs/073.png,48.08503281
LEISD/EnlightenGAN/074.png,LEISD/refimgs/074.png,52.53246032
LEISD/EnlightenGAN/075.png,LEISD/refimgs/075.png,47.05483293
LEISD/EnlightenGAN/076.png,LEISD/refimgs/076.png,55.40322858
LEISD/EnlightenGAN/077.png,LEISD/refimgs/077.png,48.218372
LEISD/EnlightenGAN/078.png,LEISD/refimgs/078.png,47.61629799
LEISD/EnlightenGAN/079.png,LEISD/refimgs/079.png,50.07237283
LEISD/EnlightenGAN/080.png,LEISD/refimgs/080.png,44.4163524
LEISD/EnlightenGAN/081.png,LEISD/refimgs/081.png,38.36665245
LEISD/EnlightenGAN/082.png,LEISD/refimgs/082.png,55.2579496
LEISD/EnlightenGAN/083.png,LEISD/refimgs/083.png,56.76973726
LEISD/EnlightenGAN/084.png,LEISD/refimgs/084.png,44.94771025
LEISD/EnlightenGAN/085.png,LEISD/refimgs/085.png,47.77649056
LEISD/EnlightenGAN/086.png,LEISD/refimgs/086.png,67.74816909
LEISD/EnlightenGAN/087.png,LEISD/refimgs/087.png,66.28116196
LEISD/EnlightenGAN/088.png,LEISD/refimgs/088.png,66.46291633
LEISD/EnlightenGAN/089.png,LEISD/refimgs/089.png,56.89258947
LEISD/EnlightenGAN/090.png,LEISD/refimgs/090.png,52.78241058
LEISD/EnlightenGAN/091.png,LEISD/refimgs/091.png,67.57708009
LEISD/EnlightenGAN/092.png,LEISD/refimgs/092.png,55.75702811
LEISD/EnlightenGAN/093.png,LEISD/refimgs/093.png,72.71737302
LEISD/EnlightenGAN/094.png,LEISD/refimgs/094.png,65.29830883
LEISD/EnlightenGAN/095.png,LEISD/refimgs/095.png,61.03373871
LEISD/EnlightenGAN/096.png,LEISD/refimgs/096.png,64.20930921
LEISD/EnlightenGAN/097.png,LEISD/refimgs/097.png,59.5885684
LEISD/EnlightenGAN/098.png,LEISD/refimgs/098.png,63.5634106
LEISD/EnlightenGAN/099.png,LEISD/refimgs/099.png,61.53518674
LEISD/EnlightenGAN/100.png,LEISD/refimgs/100.png,53.21489259
LEISD/EnlightenGAN/101.png,LEISD/refimgs/101.png,54.2800565
LEISD/EnlightenGAN/102.png,LEISD/refimgs/102.png,50.25517515
LEISD/EnlightenGAN/103.png,LEISD/refimgs/103.png,46.65785829
LEISD/EnlightenGAN/104.png,LEISD/refimgs/104.png,59.95768172
LEISD/EnlightenGAN/105.png,LEISD/refimgs/105.png,62.29570321
LEISD/EnlightenGAN/106.png,LEISD/refimgs/106.png,50.33307658
LEISD/EnlightenGAN/107.png,LEISD/refimgs/107.png,57.16484682
LEISD/EnlightenGAN/108.png,LEISD/refimgs/108.png,46.19035153
LEISD/EnlightenGAN/109.png,LEISD/refimgs/109.png,47.57457111
LEISD/EnlightenGAN/110.png,LEISD/refimgs/110.png,49.22839985
LEISD/EnlightenGAN/111.png,LEISD/refimgs/111.png,54.9929971
LEISD/EnlightenGAN/112.png,LEISD/refimgs/112.png,54.28742569
LEISD/EnlightenGAN/113.png,LEISD/refimgs/113.png,67.84590215
LEISD/EnlightenGAN/114.png,LEISD/refimgs/114.png,55.97731491
LEISD/EnlightenGAN/115.png,LEISD/refimgs/115.png,49.58932557
LEISD/EnlightenGAN/116.png,LEISD/refimgs/116.png,54.46272504
LEISD/EnlightenGAN/117.png,LEISD/refimgs/117.png,47.04526336
LEISD/EnlightenGAN/118.png,LEISD/refimgs/118.png,53.55871944
LEISD/EnlightenGAN/119.png,LEISD/refimgs/119.png,63.72356363
LEISD/EnlightenGAN/120.png,LEISD/refimgs/120.png,72.68693155
LEISD/EnlightenGAN/121.png,LEISD/refimgs/121.png,54.87851255
LEISD/EnlightenGAN/122.png,LEISD/refimgs/122.png,53.451627
LEISD/EnlightenGAN/123.png,LEISD/refimgs/123.png,52.2710117
LEISD/EnlightenGAN/124.png,LEISD/refimgs/124.png,41.02795895
LEISD/EnlightenGAN/125.png,LEISD/refimgs/125.png,59.93338037
LEISD/EnlightenGAN/126.png,LEISD/refimgs/126.png,73.72561667
